# x0,tempo, beats, chroma_stft, rmse,spectral_centroid, spectral_bandwidth, rolloff,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20, y0, y1,y2,y3
0.000000000000000000e+00,8.910321427096017377e-01,1.040262060584830062e+00,-1.782570339555218375e-01,-7.858875863875830481e-02,-4.486982325191182230e-01,-4.030563162065677885e-01,-4.622957615625186700e-01,-4.835217797859869271e-01,8.218920734416516882e-02,3.624287690265408091e-01,-4.231299870760756310e-01,2.783281953169285394e-01,-1.545659096362941576e-01,1.505715465873016246e-01,-5.492647804443737680e-01,-1.440706388521344888e-02,-3.510118409025481667e-01,5.616057610076224949e-01,-9.197056139384021112e-01,3.697172252822325013e-03,-7.426272878230010255e-01,3.569789132873377735e-01,-2.101804322115263246e-01,4.046660204677674511e-01,-9.592766316775434010e-01,2.492864058564768504e-01,-2.314511002841770360e-01,-1.216223723583496952e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-1.328570920312272197e+00,-1.226278660139201060e+00,-6.664652232958220290e-01,-6.206300139398113203e-01,-4.449390005830258094e-02,2.400076752747338227e-01,-6.738134445142276996e-02,-4.147389237733453693e-01,-1.400248265773690048e-01,-2.365186362235849049e-01,3.473435904736924540e-01,1.812889682032568506e-01,8.027987660543890736e-02,-1.173323120907843631e+00,4.917759393341630814e-01,-8.265610337084993153e-01,7.934183575275265826e-03,-1.456849205826381999e+00,4.586229386308032785e-01,-9.804972524913940779e-01,6.892821199497571882e-01,-1.634041697374231106e+00,5.401210957820959946e-01,-6.750778666188428367e-01,-1.290488671455769787e-01,5.501474623229679617e-02,9.975025656065072965e-01,2.118323162533510343e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.836942997331734273e-01,6.281637477259153224e-01,-5.878079790834344065e-01,-7.895853206791803025e-01,-1.052802863266556699e+00,-1.407470087874983511e+00,-1.124335272245146511e+00,-6.323994736616974643e-01,-3.350396014886507512e-01,1.951096452764794265e+00,-1.370114194272715524e+00,-6.530537735356972684e-01,-5.587819453797281399e-01,-8.189490738349650689e-01,-5.364647275633078749e-01,-7.190450402526051832e-01,-8.481484578703633037e-01,-7.723254085535117275e-01,-3.193768739391187883e-01,-1.144227859342749065e-01,1.746293003111931696e-01,-1.459033464265274693e-01,5.648338562281078890e-01,2.497872519519898915e-01,9.300099502840145638e-01,-2.654449456947791108e-01,5.850785924199854993e-01,-1.104917624480254323e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-5.295138176243975314e-01,-1.960328779919141562e-01,-3.996493677194138394e-01,1.636100058035282190e-01,4.973797278123275878e-01,5.348344461207013012e-01,3.859572270088934554e-01,4.576551313763692064e-01,6.828613860268282210e-01,-5.034628469692635777e-01,-4.877406628568750069e-01,-1.001344875610044260e+00,-2.042220197648995580e-02,-8.780237060474681554e-01,6.915048624739780769e-02,-1.161375568442240880e+00,1.944848587355907099e-01,-1.059081532089893418e+00,3.892277180280060422e-01,-3.618274368292160315e-01,4.849892924529740079e-01,-5.109956866121904140e-01,2.377462021862064290e-01,1.506442899629151753e-03,-8.153247203077759742e-02,-5.806222610773893456e-01,-2.945212334408059407e-01,4.846178575039978842e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-8.000940005451593340e-01,-8.828633994234387217e-01,-9.865511884345907756e-01,-1.539998150462972504e+00,-1.351275521300924209e+00,-1.208430089435746257e+00,-1.310289279426235742e+00,-1.269884709252009802e+00,-1.872203047944589693e+00,1.615401500100523524e+00,4.549535792922040356e-01,-1.494709965176751476e-01,8.025932643875296479e-01,-3.124196377485599085e-01,2.760607502782097544e-01,7.497136393052113157e-02,8.965257965312929400e-01,4.206373059681002280e-01,-4.236042178405076686e-01,-1.257610173247601049e+00,-4.094055411121635957e-01,-6.344280890898229552e-01,9.314881628255338164e-01,5.897870353219520911e-01,1.586439609169689069e+00,1.839307693719715031e+00,2.421957419357033015e+00,4.726378797592087899e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.525204446430137084e+00,1.658409529873202226e+00,-1.567562138293886242e+00,-1.138088583721792224e+00,-2.758805599348567172e-01,-7.230726056903958865e-01,-4.519385558137115066e-01,5.482510922138607024e-01,-6.550251764822220268e-01,1.703237416792562908e-01,-1.273906871746588454e+00,-1.749907435326638061e-01,-1.199163469507540380e+00,-2.291065169097906973e-01,-8.441370785134595378e-01,-1.173848732441082759e-01,5.031596989634925521e-01,1.882567090821603839e-01,-1.533983602463683704e+00,-6.318678747675288143e-01,-1.313443953634989836e-01,3.311419377677827791e-01,3.500864300860356826e-01,8.032582501754823578e-01,5.470843650932225716e-02,-1.225994608172056743e+00,-5.496538474163176202e-01,-6.995088018404846952e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.340568836927968466e+00,2.619972259877336729e+00,-6.850774519521961592e-01,-1.348739419688226082e+00,9.252067957945492305e-02,-2.833061674687688547e-01,-5.955938374238146232e-02,8.297092176179406975e-01,-8.834229658801112661e-01,-3.928406859098255155e-01,-1.261474491299313661e+00,4.094354915318583754e-01,-8.902763867429578371e-01,3.144485257969175662e-01,-6.609812173686888670e-01,7.234008602357634432e-01,5.331945838199729781e-01,8.491905508930833735e-01,-1.991108028547899644e-01,-4.628042137463406758e-01,-1.349549479512697214e+00,1.071105426484125989e+00,2.157069669974159609e+00,1.362579758052274048e+00,2.294435435919267352e+00,2.092449109366799842e+00,-7.709036205534687269e-01,7.646496471764853142e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-5.295138176243975314e-01,-4.020820344213715258e-01,3.113490170808503321e-01,-1.330431966116060738e-01,7.706073511183699765e-01,1.050687805813138143e+00,8.696322487104968246e-01,-1.406686236839688742e-01,1.621512363886936092e-01,-1.276361904453063856e+00,1.744521465916418546e+00,7.084530881852960649e-01,5.819035735885881300e-01,9.533321412191864130e-01,8.049986637904417153e-01,1.618152545544861987e-01,3.567486227132749543e-01,-2.056988327330281918e-01,9.609976724734843323e-01,-2.462170849808013040e-01,-7.712487374566133480e-02,-1.012880236381748622e+00,-7.591881292431967854e-02,-7.560419005486003208e-01,-1.182597926916933162e-01,-9.329795111348403447e-01,-1.294071240931345290e+00,-3.648794651477156314e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.910321427096017377e-01,-2.325207494429640143e+00,-9.839418357222589062e-01,-1.307557234426468318e+00,-1.150886060827868151e+00,-6.111420308434689641e-01,-1.218723147808780327e+00,-1.213515001464615661e+00,-1.927331124090098102e+00,9.718987175489499641e-01,2.207441659158072778e+00,-1.301933195501252305e+00,2.753213159134382804e-01,-1.282007298814860086e+00,1.601423708813642099e-01,-1.589113505029267737e+00,4.871807664578602926e-01,-1.370981026001324876e+00,6.706648901715919209e-01,-5.745169289242534338e-01,7.119523522539974447e-01,-6.921439587125487458e-01,1.134348855865390110e-01,-8.961512009330191431e-01,3.403072165166780016e-01,-6.229525478182391662e-01,8.791559151030385877e-01,1.079794549878451138e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.910321427096017377e-01,9.028959562985251486e-01,-1.766466350693400189e+00,-9.878905882487647450e-01,-7.359359390474872198e-01,-8.674360049373586179e-01,-8.156408090450506521e-01,-4.320672782716543647e-01,-7.357966253722614258e-01,7.446652589680564649e-01,-7.228007869033775679e-01,-5.258252824620878174e-01,2.060105558799315006e-01,-1.533998559982207688e+00,7.467859508849045147e-01,-9.647314943306032342e-01,1.306357777964356703e+00,-1.287250546052596478e+00,-2.697767571325328517e-01,-9.205748505345776600e-01,1.179473817639628885e+00,-8.381028760249158160e-02,1.222849860820844681e+00,3.400136068386698240e-01,4.574439464540571154e-01,-9.448997685443385475e-01,4.297533332656461313e-01,1.290744672914490243e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
