# x0,tempo, beats, chroma_stft, rmse,spectral_centroid, spectral_bandwidth, rolloff,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20, y0, y1,y2,y3
1.000000000000000000e+00,4.423522066121583773e-02,2.095365227946789990e-02,9.162052646463572788e-05,3.956064980323661001e-05,4.072647588761004189e-01,4.343527804398368830e-01,7.982086362607362373e-01,2.049923439726374945e-05,-5.667747996466442756e-02,4.924306832138296980e-02,-7.136209264552184975e-03,1.326312097753853080e-02,-2.911158229041433884e-03,2.717721459773308600e-03,-5.040655673685781645e-04,1.336283100017968692e-03,-4.116431912766244788e-03,2.548110836199404231e-04,-4.302835726321540752e-03,4.421062583226904397e-04,-2.275261067075820803e-03,1.864092373320790216e-04,-1.042469843818207443e-03,-1.104172447562961354e-03,-2.792528545805077634e-03,-9.735329589445854571e-04,-1.253689045957452142e-03,-2.173167358544410028e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.279571091258295393e-02,1.066570477745740729e-02,1.295195635609826615e-04,1.488994960545300317e-05,3.935246038354911491e-01,4.965955218039033725e-01,7.643680198973311635e-01,1.715388528562854004e-05,-1.040982777511307161e-01,5.166762254621766470e-02,-1.269686330659236658e-03,9.260806975538221283e-03,-8.966570033133749421e-05,4.654332517927672712e-03,2.494142677662439592e-03,1.451853359253261382e-03,6.097850538760242510e-04,2.256738045859693533e-03,-1.681826796055502856e-04,2.714366844939446709e-03,4.570953823191382351e-04,1.652095633065178422e-04,2.801241360748217901e-05,-1.102275526929800790e-03,-6.294036149620271066e-04,3.015638093107716913e-04,1.989266222455990808e-04,-1.084818582813061247e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.800860545707215488e-02,8.781339041924707614e-03,6.161832169087661957e-05,1.659460717002856012e-05,4.204741932947788086e-01,3.656652534483045836e-01,8.299941379905494410e-01,2.378677146692549730e-05,-9.609665283740855338e-03,8.799581457685863931e-03,-2.209869299642242598e-03,3.903216790143813810e-03,1.140707267529800098e-03,1.020573335962620233e-03,-6.879141100403425883e-04,1.323472340410161230e-03,-1.357295291355248529e-04,-2.235348709569223106e-04,-8.628565149342129524e-04,-5.487541815779007574e-04,-1.630790755543482342e-04,-9.118592446688750025e-04,-8.609776331953817273e-04,-7.032768257859030574e-04,-6.143581758058417426e-04,-7.491970337051074473e-04,-2.304051976648380706e-04,-1.238326049195736503e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.361666642009230460e-02,1.463582755704699069e-02,9.566461674597329990e-05,9.185387643311428111e-06,4.236787345385059633e-01,4.733069626656847828e-01,7.634001491993097632e-01,2.294124748088573570e-05,-9.749917737994284739e-02,5.117233621151000278e-02,-1.214910591152026237e-02,5.129372423767502957e-03,-1.870074006388352736e-03,-1.449847582382124498e-03,-2.216809238330252375e-03,-3.492190443062483021e-03,-3.214483073330426117e-03,-2.651784603585274121e-03,-1.762047402275727578e-03,-2.549121931816617035e-03,-8.885805563306419614e-04,-3.604433482346160612e-04,5.367589975512128842e-04,1.184584446677361359e-03,1.003161936541891591e-03,3.551788542381544901e-05,-2.586221500006045124e-04,-8.905103521551987296e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.734264348539687681e-02,8.389487400343160692e-03,6.989358535536957973e-05,1.544035098386031037e-05,4.164074477407717079e-01,3.655387537658952302e-01,8.316630342661301967e-01,2.255211206221158836e-05,-2.245783553336795982e-02,1.568422234898484563e-02,-4.063365665372286120e-03,1.031098161293456279e-02,-3.835018216145035831e-03,5.198506656746456137e-03,-2.510963324750334867e-03,3.396994057877147921e-03,-1.560071842210622320e-03,2.649519371565750743e-03,-1.466720969398414322e-03,2.009485676965417841e-03,-8.925801100009426222e-04,8.382374678891792554e-04,-1.138239217382625772e-04,6.245416498195837177e-04,3.517803193578904436e-04,9.140983545305642098e-04,5.195936911094638710e-04,4.128178908453555471e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.423523308051426073e-02,2.028601709343130083e-02,8.647828770612909729e-05,4.059720990732228196e-05,3.703328668474916152e-01,4.803251625818601989e-01,7.917747224548782325e-01,1.306761975672630463e-05,-3.993133775027547794e-02,3.226217724460598429e-02,4.099711779654654662e-04,1.176191552408965314e-02,2.313066625466837192e-04,6.514010461974065538e-03,-2.770067452522778553e-03,3.997213380319089050e-03,-3.060997638441903708e-03,3.246893503948990981e-04,-1.707574075545389720e-03,-2.036032110561404281e-04,-1.989585001935625149e-03,1.061928890824959007e-04,-1.805265987341098761e-03,1.026543885736570664e-03,-1.606604208977179069e-03,2.460581385790518876e-04,5.186599959646899342e-04,-1.474508114108763913e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.460534100704238530e-02,1.684743894276037601e-02,7.065041740809915622e-05,2.064416149291715724e-05,4.062226519125793356e-01,4.189284878906718856e-01,8.097365212251481648e-01,2.143026980631647564e-05,-3.767606511354039400e-02,2.683845044776720160e-02,-7.651876865238137378e-03,9.703270352153067074e-03,-3.153552424957620421e-04,8.728436680458791317e-04,1.633092502767390921e-03,-1.632267057340406908e-03,-3.714236924746946761e-04,1.986367462169097973e-04,-2.849564541386390756e-03,6.591517924133469264e-04,-2.815847025199747899e-03,-3.005646235176885617e-04,-1.511431960229161521e-03,-2.018636105691404281e-03,-1.163141502804872739e-03,-1.838783051201466762e-03,-9.706557731652526964e-04,-3.563727984763827191e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.632579552762425043e-02,8.131356771092090527e-03,7.801639389535084551e-05,2.155052003668669894e-05,4.397890455671074617e-01,4.031899275323985732e-01,8.014446117289362181e-01,2.416304958453002326e-05,-2.645122321608005950e-02,2.158025261160655128e-02,-6.650121032241924565e-03,1.224287388197233331e-02,-4.091177703781411282e-04,-6.514960793591464223e-04,-6.118280838554356407e-04,7.629835474831712754e-05,-6.315601076371552425e-04,-1.734818560008838514e-04,1.165899109857102770e-03,-2.115023717160380290e-03,1.527732232739151264e-04,-3.385872098132895747e-04,-2.095438598638314515e-03,-1.085918916262806249e-03,-1.885509996254071266e-03,-9.858927834471996245e-04,-2.163559021705148053e-04,-5.934559227125679216e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.142555266551593451e-02,1.027338245904611640e-02,6.391606964854259186e-05,2.595110783668672314e-05,4.057572056579707431e-01,4.244269348380287354e-01,8.088237339080298627e-01,1.908349832818451701e-05,-1.240079887086405382e-02,1.701757857698817447e-02,-3.196041652118015997e-03,1.494613800775181295e-03,9.055423728032701994e-04,-1.634550965938700684e-04,8.123455956030831452e-05,2.833787382385080135e-04,-8.325520078628106295e-04,1.217785440053655438e-05,-9.477836561004539164e-05,-7.746662764212537515e-04,-9.251070199833270500e-04,-8.327283983510075892e-04,-8.011658554210773471e-04,-1.041838237820757020e-03,-5.053110989887032349e-04,-5.990862276758311808e-04,-4.473083224331617070e-04,-5.286341752931214295e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.550401095319484980e-02,7.590051257872441719e-03,4.152510014667612818e-05,1.083358967079238654e-05,3.916783529384101348e-01,3.861864701120512611e-01,8.344486395170331861e-01,1.519461390921677068e-05,-2.747231873320965870e-02,8.442523174761731516e-03,1.375804786745703093e-03,3.238010823810139396e-03,1.418557599906250305e-03,4.429515183859985164e-06,1.106529784418821974e-03,1.565223796298786702e-04,-6.739804185495328363e-04,1.311088668607899915e-03,-8.764502679727151704e-04,5.322019566409824090e-04,2.241507938985844866e-04,-1.859806826305689651e-04,3.590491001120569474e-04,-4.931436199193081930e-04,2.726649103585556734e-04,3.504024289123804222e-04,1.447878977959404366e-04,-1.338881534754808621e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
