# x0,tempo, beats, chroma_stft, rmse,spectral_centroid, spectral_bandwidth, rolloff,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20, y0, y1,y2,y3,y4,y5,y6,y7,y8,y9
1.000000000000000000e+00,1.563985498586304562e-02,7.656554253396657267e-03,5.858424539677841873e-05,2.987260067786624693e-05,3.897987564345675171e-01,3.860438821005824916e-01,8.358168905817683347e-01,1.787975853203178515e-05,-3.218727375405959577e-03,9.933313247437076943e-03,1.948889780415671901e-04,3.407853865336421192e-03,2.275911384349702492e-03,6.286016442213595342e-04,-5.536867636807904372e-04,2.511943781998597809e-03,-4.667605765418559064e-04,3.446793222434009333e-04,4.147314045745688306e-04,1.168587002190591253e-04,-1.592441609847281881e-04,2.383448872910564313e-05,-4.595580328642848546e-04,2.570189008775453576e-05,-1.690949466970778040e-04,-2.177971660079250599e-04,-3.833370269046575715e-04,-2.943918920247094902e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.636374189834908718e-02,8.207251446812799042e-03,6.373766722311428662e-05,1.768095304465469984e-05,3.710768216477470793e-01,4.406571655528929154e-01,8.164270744193512508e-01,1.349043290300058283e-05,-3.032936793344373494e-02,1.680356953843420778e-02,2.519580514354392842e-03,3.614927498325881845e-03,2.560814778482434131e-03,1.744730485112952088e-03,8.462980215694366603e-04,1.442952368746663525e-04,8.295950878181189078e-04,1.175965191625772928e-03,6.063495523154011557e-04,-6.121152832424441373e-05,9.726711125234444315e-05,2.341474586310463685e-04,3.435425360342790418e-04,-5.363466701599557993e-05,-2.343094896400092656e-04,4.975882813541002625e-04,-1.673178878388648430e-04,-8.864964189196179528e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.873020960867975204e-02,1.400939744728003054e-02,8.451722975569969914e-05,2.608271015501939012e-05,3.751271875901235342e-01,4.610221985591947957e-01,8.015194792717466044e-01,1.647064909236602761e-05,-4.820558897758020489e-02,2.863433573443006572e-02,-1.408145966400504729e-04,6.854443548007863908e-03,2.397430557361883950e-03,6.585902079231724729e-03,-2.312253010760796125e-03,3.121427466756533566e-03,-1.967663460987649233e-03,2.633549711105120320e-03,-1.697229989846595500e-03,1.653138250305186911e-03,-2.412581678343018923e-03,4.541295785171088942e-04,-1.523940441284197655e-03,-4.941171758395304490e-05,-1.761144922284394333e-03,9.844976129860502688e-05,-3.868913222801575232e-04,-3.835306388247706387e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.460534100704238530e-02,1.684743894276037601e-02,7.065041740809915622e-05,2.064416149291715724e-05,4.062226519125793356e-01,4.189284878906718856e-01,8.097365212251481648e-01,2.143026980631647564e-05,-3.767606511354039400e-02,2.683845044776720160e-02,-7.651876865238137378e-03,9.703270352153067074e-03,-3.153552424957620421e-04,8.728436680458791317e-04,1.633092502767390921e-03,-1.632267057340406908e-03,-3.714236924746946761e-04,1.986367462169097973e-04,-2.849564541386390756e-03,6.591517924133469264e-04,-2.815847025199747899e-03,-3.005646235176885617e-04,-1.511431960229161521e-03,-2.018636105691404281e-03,-1.163141502804872739e-03,-1.838783051201466762e-03,-9.706557731652526964e-04,-3.563727984763827191e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.972265426575786476e-02,1.427478211581891671e-02,1.012262517551294348e-04,3.723927614661360578e-05,4.180901024549835698e-01,3.853111688551281167e-01,8.214614868013671023e-01,2.385464118577624562e-05,-3.738966247876908920e-03,2.324350727283229848e-02,-1.020626380849326033e-02,8.354979246231904882e-03,-4.223488370111570800e-03,5.418608731766879835e-03,-2.861503321181503318e-03,5.286991299967837461e-03,-3.354127735625014178e-03,3.711714788342411822e-03,-2.107786728118274389e-03,1.837340983108952342e-03,-9.126959321377007281e-04,2.137529409619352914e-04,-9.872229710334104198e-04,7.929216736516931643e-04,-1.255350601368018446e-03,3.906900361891792184e-04,-1.076775396385323304e-03,8.965844915362046626e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.881180442976203987e-02,8.867227688035135905e-03,6.186878690047199975e-05,1.775832861025023566e-05,3.920781503404829893e-01,4.082309996221838433e-01,8.238623925926226166e-01,1.846218581028291833e-05,-1.500225868609652256e-02,1.412711625306527219e-02,4.072720658655121272e-04,2.956909967746198034e-03,5.483379147492726180e-04,-2.697288617542963431e-04,-2.609357328592468205e-04,-4.848964123673340869e-04,-1.390047578821042686e-03,-6.233425195254960107e-04,-7.924237203402696370e-04,-8.386782203150459740e-04,-6.472592366544959851e-04,-5.765089969873458606e-04,-2.622276204899279609e-04,-8.536240308871936118e-04,-7.164277169386584548e-04,-4.137191855411480389e-04,-2.813624602783923933e-04,-4.726469729726032166e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.494442171088377659e-02,7.408637759909874644e-03,3.882844457316927505e-05,7.342730199336443161e-06,3.579816994984795220e-01,3.890441140675732767e-01,8.481998895153529672e-01,1.318616265006655550e-05,-2.578850874418939926e-02,7.982555598906754604e-03,5.490952211673922646e-03,2.400132261612406351e-03,1.436299804252214344e-03,9.799361652205842207e-04,5.382971583943599921e-04,5.115422508665866484e-04,-2.818009907471768095e-04,-2.656953393373032483e-04,-1.988191504304312495e-04,-5.657372078687897482e-04,-4.528109109746837591e-04,-8.232370411227222986e-04,-3.645824004919299434e-04,-7.921641742074008244e-04,-1.327014354425631914e-03,-4.118427353527074827e-04,-1.462274045145836349e-04,-3.783810391955775101e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.983297425776860912e-02,2.343317960228061964e-02,1.246369166926573739e-04,2.134328420469799935e-05,4.344879792963695642e-01,5.079610324676103739e-01,7.138374074397955127e-01,2.587479757399108402e-05,-1.726035647706685716e-01,9.689012380036207683e-02,-8.318562047055458319e-03,1.880603854412040907e-03,-2.236232702473384202e-04,-4.529611268821604961e-03,-5.290842268801458984e-03,-8.339389392222880046e-03,-6.768871162569883859e-03,-5.495805699542701851e-03,-4.403930091772735589e-03,-4.220331004492764576e-03,-2.353060618948247824e-03,-1.934548324816730931e-03,-2.315875958498136555e-03,-1.863054274100802007e-03,-4.807387016789635534e-04,2.762519732857712405e-04,-1.338979838823788169e-04,-7.948698221407522009e-04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.589527543574962815e-02,1.741987135523218391e-02,8.539423872957285593e-05,6.335793816764910545e-06,3.926872284380845124e-01,5.072002181426221723e-01,7.568684595862663622e-01,1.948269079842875846e-05,-1.102713823474844451e-01,4.247982380219927911e-02,-3.954391965978506195e-03,1.033143874958215858e-02,2.318396618187461636e-03,-5.244650573284550263e-04,3.168171922307748628e-04,1.246243436087406814e-03,1.202126376208521126e-03,2.847424913580213200e-04,1.540925742959048459e-04,1.431669088586029568e-03,1.021717329942758989e-03,-6.880101562283611610e-04,-5.662581966753885794e-04,6.769390692411601058e-04,5.454521306853711430e-04,-4.644303342369320194e-04,-9.943142814424828658e-04,1.222126106746784400e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.840682349185800495e-02,9.089492569246212031e-03,5.777263525004536492e-05,1.635624122878549287e-05,4.084392851448107042e-01,3.633756923362000402e-01,8.367519472380953172e-01,2.345729715392627459e-05,-1.378688137616354906e-02,1.465913149971971932e-02,-3.640361206048343696e-03,7.542959317785769176e-03,-3.360990511258352392e-03,4.351240995081606666e-03,-3.187851675313094733e-03,2.940045487829138268e-03,-2.386082006826341449e-03,2.528563884318215174e-03,-3.356143867011724801e-03,1.704229209758391242e-03,-1.883730518078368310e-03,8.039532576429920564e-04,-1.143806508116301020e-03,7.300164260210719337e-04,-1.594986750916281906e-03,8.607192487865117066e-04,-6.857936776551304403e-04,4.906045463274315575e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
